adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000939802-19-000011	814926	CAPSTONE COMPANIES, INC.	3640	US	FL	DEERFIELD BEACH	33441	431 FAIRWAY DRIVE	SUITE 200	(954) 252-3440	US	FL	DEERFIELD BEACH	33441	431 FAIRWAY DRIVE	SUITE 200	US	FL	841047159	CHDT CORP	20070801	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:31:00.0	0	1	capc-20181231.xml	1	
0000950159-19-000052	945989	ASTEA INTERNATIONAL INC	7372	US	PA	HORSHAM	19044	240 GIBRALTAR ROAD	SUITE 300	2156822500	US	PA	HORSHAM	19044	240 GIBRALTAR ROAD	SUITE 300	US	DE	232119058			5-SML	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:02:00.0	0	0	atea-20181231.xml	1	
0001010549-19-000054	105744	NEW CONCEPT ENERGY, INC.	1311	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	9724078400	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	US	NV	752399477	CABELTEL INTERNATIONAL CORP	20050211	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 14:27:00.0	1	1	gbr-20181231.xml	1	
0001010549-19-000059	1713909	WATER NOW, INC.	3580	US	TX	MANSFIELD	76063	1655 MATLOCK RD.		817-908-6382	US	TX	MANSFIELD	76063	1655 MATLOCK RD.		US	TX	811419236			5-SML	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:22:00.0	0	1	wtnw-20181231.xml	1	
0001013606-19-000059	1013606	ENDOLOGIX INC /DE/	3841	US	CA	IRVINE	92618	2 MUSICK		9495984741	US	CA	IRVINE	92618	2 MUSICK		US	DE	680328265	RADIANCE MEDICAL SYSTEMS INC /DE/	19990122	2-ACC	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 06:08:00.0	0	1	elgx-20181231.xml	1	
0001014897-19-000042	1089598	BAYNON INTERNATIONAL CORP	6770	US	NJ	CEDAR GROVE	07009	266 CEDAR STREET		9732392952	US	NJ	CEDAR GROVE	07009	266 CEDAR STREET		US	NV	880285718			5-SML	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 11:56:00.0	0	1	bnon-20181231_htm.xml	1	
0001017386-19-000077	867038	SPINDLETOP OIL & GAS CO	1311	US	TX	DALLAS	75230-1279	12850 SPURLING RD.	SUITE 200	9726442581	US	TX	DALLAS	75230-1279	12850 SPURLING RD.	SUITE 200	US	TX	752063001			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:14:00.0	0	1	spnd-20181231.xml	1	
0001018840-19-000018	1018840	ABERCROMBIE & FITCH CO /DE/	5651	US	OH	NEW ALBANY	43054	6301 FITCH PATH		6142836500	US	OH	NEW ALBANY	43054	6301 FITCH PATH		US	DE	311469076			1-LAF	1	0131	10-K	20190131	2018	FY	20190401	2019-04-01 17:09:00.0	0	1	anf-20190202.xml	1	
0001047469-19-001830	1509745	LEAP THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	47 THORNDIKE STREET	SUITE B1-1	617 252 4343	US	MA	CAMBRIDGE	02142	47 THORNDIKE STREET	SUITE B1-1	US	DE	274412575	DEKKUN CORP	20110107	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:04:00.0	0	1	lptx-20181231.xml	1	
0001047469-19-001838	788816	OGLETHORPE POWER CORP	4911	US	GA	TUCKER	30085-1349	2100 EAST EXCHANGE PL	P O BOX 1349	4042707600							US	GA	581211925			4-NON	0	1231	S-4	20181231			20190401	2019-04-01 16:49:00.0	0	1	opc-20190401.xml	1	
0001047469-19-001839	1130598	ONCONOVA THERAPEUTICS, INC.	2834	US	PA	NEWTOWN	18940	375 PHEASANT RUN		267-759-3681	US	PA	NEWTOWN	18940	375 PHEASANT RUN		US	DE	000000000	ONCONOVA THERAPEUTICS, INC.	20090526	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:48:00.0	0	1	ontx-20181231.xml	1	
0001052918-19-000061	1030192	NEW JERSEY MINING CO	1040	US	ID	KELLOGG	83837	89 APPLEBERG RD	PO BOX 1019	208-783-3331	US	ID	KELLOGG	83837	89 APPLEBERG ROAD	PO BOX 1019	US	ID	820490295			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 09:08:00.0	0	0	njmc-20181231.xml	1	
0001052918-19-000067	711034	THUNDER MOUNTAIN GOLD INC	1000	US	ID	BOISE	83714	5248 W. CHINDEN		208-658-1037	US	ID	BOISE	83714	5248 W. CHINDEN		US	NV	911031075			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 13:47:00.0	0	1	thmg-20181231.xml	1	
0001062993-19-001478	1322422	HUDBAY MINERALS INC.	1000	CA	ON	TORONTO	M5J 2V5	25 YORK STREET, SUITE 800		416-362-8181	CA	ON	TORONTO	M5J 2V5	25 YORK STREET, SUITE 800				980485558	HUDBAY MINERALS INC.	20050331	1-LAF	0	1231	40-F	20181231	2018	FY	20190401	2019-03-29 18:13:00.0	0	1	hbm-20181231.xml	1	
0001062993-19-001480	1263872	TRANSAKT LTD.	3661	HK		FO TAN, N.T.	999077	UNIT 8,3/F., WAH YIU INDUSTRIAL CENTRE	NO. 30-32 AU PUI WAN STREET	852-60183248	HK		FO TAN, N.T.	999077	UNIT 8,3/F., WAH YIU INDUSTRIAL CENTRE	NO. 30-32 AU PUI WAN STREET	CA	AB	000000000	TRANSAKT CORP	20030916	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 07:12:00.0	0	1	takd-20181231.xml	1	
0001062993-19-001487	1108630	LIVE CURRENT MEDIA INC.	7389	US	NV	RENO	89501	50 WEST LIBERTY STREET	SUITE 880	604-648-0500	US	NV	RENO	89501	50 WEST LIBERTY STREET	SUITE 880	US	NV	880346310	LIVE CURRENT MEDIA, INC.	20080801	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:20:00.0	1	1	livc-20181231.xml	1	
0001062993-19-001496	1652539	SUSGLOBAL ENERGY CORP.	4953	CA	ON	TORONTO	M5R 1J2	200 DAVENPORT ROAD		4162238500	CA	ON	TORONTO	M5R 1J2	200 DAVENPORT ROAD		US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:19:00.0	0	1	susg-20181231.xml	1	
0001062993-19-001500	1161814	KELSO TECHNOLOGIES INC	3743	CA	BC	SURREY	V4A 8J1	13966 18B AVENUE		250 764-3618	CA	BC	SURREY	V4A 8J1	13966 18B AVENUE		CA	BC	000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190401	2019-04-01 17:29:00.0	0	1	kls-20181231.xml	1	
0001065059-19-000005	1065059	CENTRUS ENERGY CORP	1400	US	MD	BETHESDA	20817	6901 ROCKLEDGE DR	SUITE 800	3015643200	US	MD	BETHESDA	20817	6901 ROCKLEDGE DR	SUITE 800	US	DE	522107911	USEC INC	19980629	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 13:24:00.0	0	1	leu-20181231.xml	1	
0001065949-19-000051	743758	CLOUDCOMMERCE, INC.	5900	US	TX	SAN ANTONIO	78215	321 SIXTH STREET		805-964-3313	US	TX	SAN ANTONIO	78215	321 SIXTH STREET		US	NV	300050402	WARP 9, INC.	20061114	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:44:00.0	0	1	clwd-20181231.xml	1	
0001072613-19-000158	887396	EMPIRE PETROLEUM CORP	1311	US	OK	TULSA	74105	1203 EAST 33RD STREET	SUITE 250	(539) 444-8002	US	OK	TULSA	74105	1203 EAST 33RD STREET	SUITE 250	US	DE	731238709	AMERICOMM RESOURCES CORP	19951115	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:31:00.0	0	1	empr-20181231.xml	1	
0001078782-19-000272	1539680	HAMMER FIBER OPTICS HOLDINGS CORP	4899	US	NJ	PISCATAWAY	08854	15 CORPORATE PLACE SOUTH		844-413-2600	US	NJ	PISCATAWAY	08854	15 CORPORATE PLACE SOUTH		US	NV	981032170	TANARIS POWER HOLDINGS INC.	20150310	4-NON	0	0731	10-Q/A	20190131	2019	Q2	20190401	2019-04-01 10:46:00.0	0	1	hmmr-20190131.xml	1	
0001078782-19-000281	1442101	ZHONG YA INTERNATIONAL LTD	7389	US	NV	HENDERSON	89074	64 NORTH PECOS, SUITE 900		702-472-5066	US	NV	HENDERSON	89074	64 NORTH PECOS, SUITE 900		US	NV	263045445	WESTERN LUCRATIVE ENTERPRISES, INC.	20080805	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:37:00.0	0	1	wluc-20181231.xml	1	
0001079974-19-000160	1537528	J.E.M. CAPITAL, INC.	5960	HK		KOWLOON	0000	21/F., ONE HARBOUR SQUARE	181 HOI BUN ROAD, KWUN TONG	852-96250097	HK		KOWLOON	0000	21/F., ONE HARBOUR SQUARE	181 HOI BUN ROAD, KWUN TONG	US	DE	460525801	ZOSANO, INC.	20131106	5-SML	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 12:43:00.0	0	1	jemc-20181231.xml	1	
0001079974-19-000164	1527102	HOME TREASURE FINDERS, INC.	7389	US	CO	DENVER	80212	4318 TENNYSON STREET		(720) 273-2398	US	CO	DENVER	80212	4318 TENNYSON STREET		US	CO	263119496			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:48:00.0	0	1	hmtf-20181231.xml	1	
0001083220-19-000007	1083220	XCEL BRANDS, INC.	6794	US	NY	NEW YORK	10018	1333 BROADWAY	10TH FLOOR	(347) 727-2474	US	NY	NEW YORK	10018	1333 BROADWAY	10TH FLOOR	US	DE	760307819	NETFABRIC HOLDINGS, INC	20050516	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:10:00.0	0	1	xelb-20181231.xml	1	
0001091818-19-000099	1539850	STARCO BRANDS, INC.	7311	US	CA	SANTA MONICA	90402	250 26TH STREET	SUITE 200	818-760-1644	US	CA	SANTA MONICA	90402	250 26TH STREET	SUITE 200	US	NV	271781753	INSYNERGY PRODUCTS, INC	20120118	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:57:00.0	0	1	stcb-20181231.xml	1	
0001099910-19-000022	1043894	ENVIRO TECHNOLOGIES, INC.	3559	US	FL	FORT LAUDERDALE	33309	821 NW 57TH PLACE		9549589968	US	FL	FORT LAUDERDALE	33309	821 NW 57TH PLACE		US	ID	830266517	ENVIRO VORAXIAL TECHNOLOGY INC	19990916	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:28:00.0	0	1	evtn-20181231.xml	1	
0001104659-19-018866	1122535	TELE2 AB	4813	SE		STOCKHOLM	103 13	SKEPPSBRON 18	PO BOX 2094	46856200060	SE		STOCKHOLM	103 13	SKEPPSBRON 18	PO BOX 2094	SE		000000000	NETCOM AB	20000823	4-NON	0	1231	20-F	20181231	2018	FY	20190401	2019-04-01 09:35:00.0	0	1	tltzf-20181231.xml	1	
0001104659-19-018979	722313	NORTECH SYSTEMS INC	3679	US	MN	MAPLE GROVE	55369	7550 MERIDIAN CIRCLE N	SUITE 150	952-345-2244	US	MN	MAPLE GROVE	55369	7550 MERIDIAN CIRCLE N	SUITE 150	US	MN	411681094	DSC NORTECH INC	19901217	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:33:00.0	0	1	nsys-20181231.xml	1	
0001140361-19-006219	8177	ATLANTIC AMERICAN CORP	6311	US	GA	ATLANTA	30319	4370 PEACHTREE RD NE		4042665500	US	GA	ATLANTA	30319	4370 PEACHTREE ROAD		US	GA	581027114			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:48:00.0	0	1	aame-20181231.xml	1	
0001140361-19-006224	1744494	AMCI ACQUISITION CORP.	6770	US	CT	GREENWICH	06830	600 STEAMBOAT ROAD SOUTH		2036259200	US	CT	GREENWICH	06830	600 STEAMBOAT ROAD SOUTH		US	DE	830632724			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:02:00.0	0	1	amci-20181231.xml	1	
0001144204-19-017106	1637736	ELECTRAMECCANICA VEHICLES CORP.	3711	CA	BC	VANCOUVER	V5T 1A4	102 EAST 1ST AVENUE		604-428-7656	CA	BC	VANCOUVER	V5T 1A4	102 EAST 1ST AVENUE		CA	BC	000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190401	2019-03-29 19:21:00.0	0	1	solo-20181231.xml	1	
0001144204-19-017149	1679063	CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.	7819	US	CT	COS COB	06807	132 E. PUTNAM AVE		203-861-4000	US	CT	COS COB	06807	PO BOX 700		US	DE	812560811			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-03-29 21:56:00.0	0	1	csse-20181231.xml	1	
0001144204-19-017159	1309442	INSPRO TECHNOLOGIES CORP	7372	US	PA	EDDYSTONE	19022	1510 CHESTER PIKE	SUIT 400	484-654-2206	US	PA	EDDYSTONE	19022	1510 CHESTER PIKE	SUIT 400	US	DE	980438502	HEALTH BENEFITS DIRECT CORP	20051201	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 06:05:00.0	0	1	itcc-20181231.xml	1	
0001144204-19-017205	837852	IDEANOMICS, INC.	4841	US	NY	NEW YORK	10006	55 BROADWAY	19TH FLOOR	212-206-1216	US	NY	NEW YORK	10006	55 BROADWAY	19TH FLOOR	US	NV	201777837	SEVEN STARS CLOUD GROUP, INC.	20170811	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 08:02:00.0	0	1	idex-20181231.xml	1	
0001144204-19-017270	719494	INRAD OPTICS, INC.	3679	US	NJ	NORTHVALE	07647	181 LEGRAND AVE		2017671910	US	NJ	NORTHVALE	07647	181 LEGRAND AVE		US	NJ	222003247	PHOTONIC PRODUCTS GROUP INC	20040421	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 11:37:00.0	0	1	inrd-20181231.xml	1	
0001144204-19-017308	1426506	SMG INDUSTRIES INC.	1311	US	TX	HOUSTON	77024	710 N. POST OAK ROAD	SUITE 400	7138213153	US	TX	HOUSTON	77024	710 N. POST OAK ROAD	SUITE 400	US	DE	510662991	SMG INDIUM RESOURCES LTD.	20080423	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 13:35:00.0	0	1	smgi-20181231.xml	1	
0001144204-19-017322	1512927	CHINA UNITED INSURANCE SERVICE, INC.	6311	TW		TAIPEI CITY	00000	7F, NO. 311 SECTION 3,	NAN-KING EAST ROAD	415-955-8900	TW		TAIPEI CITY	00000	7F, NO. 311 SECTION 3,	NAN-KING EAST ROAD			300826400			2-ACC	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 13:52:00.0	0	1	cuii-20181231.xml	1	
0001144204-19-017353	1296884	LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST, INC.	6798	US	NJ	LAKEWOOD	08701	C/O THE LIGHTSTONE GROUP	1985 CEDAR BRIDGE AVENUE, SUITE 1	(732) 367-0129	US	NJ	LAKEWOOD	08701	C/O THE LIGHTSTONE GROUP	1985 CEDAR BRIDGE AVENUE, SUITE 1	US	MD	201237795			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:05:00.0	0	1	cik0001296884-20181231.xml	1	
0001144204-19-017354	1436975	LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC	6798	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		732 367 0129	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		US	MD	830511223			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:06:00.0	0	1	cik0001436975-20181231.xml	1	
0001144204-19-017366	76149	PARADISE INC	2060	US	FL	PLANT CITY	33563	1200 DR MARTIN LUTHER KING JR BLVD		8137521155	US	FL	PLANT CITY	33563	1200 DR MARTIN LUTHER KING JR BLVD		US	FL	591007583	PARADISE FRUIT CO INC /FL/	19920703	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:32:00.0	0	1	parf-20181231.xml	1	
0001144204-19-017368	1137883	BRAINSTORM CELL THERAPEUTICS INC.	2836	US	NY	NEW YORK	10019	1325 AVENUE OF AMERICAS	28TH FLOOR	201-488-0460	US	NY	NEW YORK	10019	1325 AVENUE OF AMERICAS	28TH FLOOR	US	DE	207273918	BRAINSTORM CELL THERAPEUTICS INC	20041122	4-NON	0	1231	10-K/A	20181231	2018	FY	20190401	2019-04-01 15:34:00.0	0	1	bcli-20181231.xml	1	
0001144204-19-017380	1586554	TARGET GROUP INC.	2833	CA	ON	VAUGHAN	L4K-4G9	55 ADMINISTRATION ROAD, UNIT 8		647-927-4644	CA	ON	VAUGHAN	L4K-4G9	55 ADMINISTRATION ROAD, UNIT 8		US	DE	463610035	CHESS SUPERSITE CORP	20140513	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:47:00.0	0	1	cbdy-20181231.xml	1	
0001144204-19-017381	1745317	GRAF INDUSTRIAL CORP.	6770	US	TX	HOUSTON	77070	118 VINTAGE PARK BLVD	SUITE W-222	3107458669	US	TX	HOUSTON	77070	118 VINTAGE PARK BLVD	SUITE W-222	US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 15:47:00.0	0	1	graf-20181231.xml	1	
0001144204-19-017404	1674227	SCWORX CORP.	7990	US	NY	NEW YORK	10022	590 MADISON AVENUE		2127397825	US	NY	NEW YORK	10022	590 MADISON AVENUE		US	DE	475412331	ALLIANCE MMA, INC.	20160510	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:03:00.0	0	1	worx-20181231.xml	1	
0001144204-19-017411	1507957	IDEAL POWER INC.	3620	US	TX	AUSTIN	78744	4120 FREIDRICH LANE	SUITE 100	512-264-1542	US	TX	AUSTIN	78744	4120 FREIDRICH LANE	SUITE 100	US	DE	141999058	IDEAL POWER CONVERTERS, INC.	20101215	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:03:00.0	0	1	ipwr-20181231.xml	1	
0001144204-19-017422	1563756	LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST III, INC.	6798	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		732-367-0129	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		US	MD	461140492			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:07:00.0	0	1	cik0001563756-20181231.xml	1	
0001144204-19-017440	1387061	LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST V, INC.	6798	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		(888) 808-7348	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		US	MD	208198863	BEHRINGER HARVARD OPPORTUNITY REIT II, INC.	20070118	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:22:00.0	0	1	cik0001387061-20181231.xml	1	
0001144204-19-017441	1590383	BIOHITECH GLOBAL, INC.	8200	US	NY	CHESTNUT RIDGE	10977	80 RED SCHOOLHOUSE ROAD	SUITE 101	845-262-1081	US	NY	CHESTNUT RIDGE	10977	80 RED SCHOOLHOUSE ROAD	SUITE 101	US	DE	462336496	SWIFT START CORP.	20131107	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:24:00.0	0	1	bhtg-20181231.xml	1	
0001144204-19-017454	1737422	NEW FRONTIER CORP	6770	HK		HONG KONG	00000	23RD FLOOR, 299 QRC	287-299 QUEEN'S ROAD CENTRAL	852-6491-9230	HK		HONG KONG	00000	23RD FLOOR, 299 QRC	287-299 QUEEN'S ROAD CENTRAL	US	NY	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:33:00.0	0	1	nfc-20181231.xml	1	
0001144204-19-017459	910267	TITAN PHARMACEUTICALS INC	2836	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	6502444990	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	US	DE	943171940			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:37:00.0	1	1	ttnp-20181231.xml	1	
0001144204-19-017462	1187953	CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.	2836	US	AZ	PHOENIX	85029	2017 W PEORIA AVENUE		(602) 680-7439	US	AZ	PHOENIX	85029	2017 W PEORIA AVENUE		US	NV	870622284	JOLLEY MARKETING INC	20020910	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:39:00.0	0	1	celz-20181231.xml	1	
0001144204-19-017474	1708715	SENECA FINANCIAL CORP.	6035	US	NY	BALDWINSVILLE	13027	35 OSWEGO STREET		(315) 638-0233	US	NY	BALDWINSVILLE	13027	35 OSWEGO STREET		US		823128044			4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 16:56:00.0	0	1	snnf-20181231.xml	1	
0001144204-19-017485	1239188	GENERAL STEEL HOLDINGS INC	3310	CN		CHAOYANG DISTRICT, BEIJING	100025	LEVEL 2, BUILDING G	NO. 2A CHEN JIA LIN, BA LI ZHUANG	86-10-57757691	CN		CHAOYANG DISTRICT, BEIJING	100025	LEVEL 2, BUILDING G	NO. 2A CHEN JIA LIN, BA LI ZHUANG	US	NV	412079252	AMERICAN CONSTRUCTION CO	20030605	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:10:00.0	0	1	gsih-20181231.xml	1	
0001144204-19-017496	1410428	XPRESSPA GROUP, INC.	7200	US	NY	NEW YORK	10017	780 THIRD AVENUE, 12TH FLOOR		(212) 309-7549	US	NY	NEW YORK	10017	780 THIRD AVENUE, 12TH FLOOR		US	DE	000000000	FORM HOLDINGS, INC.	20180102	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 17:20:00.0	0	1	xspa-20181231.xml	1	
0001157523-19-000714	1286973	AMERICAS SILVER CORP	1000	CA	ON	TORONTO	M5H 1J8	145 KING ST. W.	SUITE 2870	604-678-9639	CA	ON	TORONTO	M5H 1J8	145 KING ST. W.	SUITE 2870	CA		000000000	SCORPIO MINING CORP	20040414	1-LAF	0	1231	40-F	20181231	2018	FY	20190401	2019-04-01 06:12:00.0	0	1	usas-20181231.xml	1	
0001165527-19-000034	1569340	CELL SOURCE, INC.	2834	US	NY	NEW YORK	10019	57 WEST 57TH STREET	SUITE 400	646-612-7554	US	NY	NEW YORK	10019	57 WEST 57TH STREET	SUITE 400	US	NV	320379665	TICKET TO SEE, INC.	20130211	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-03-29 21:16:00.0	0	1	clcs-20181231.xml	1	
0001165527-19-000038	1100778	ROKK3R INC.	8742	US	FL	MIAMI	33127	2121 NW 2ND AVENUE #203		305-259-6637	US	FL	MIAMI	33127	2121 NW 2ND AVENUE #203		US	NV	752610236	EIGHT DRAGONS CO.	20071210	4-NON	0	1231	10-K	20181231	2018	FY	20190401	2019-04-01 13:43:00.0	0	1	edrg-20181231.xml	1	
